Trees,Time,AUC
100,2.698385000228882,0.6811693431025898
110,2.895000696182251,0.6811540733819496
120,3.258091926574707,0.6827883773590264
130,3.5876071453094482,0.6828931985652704
140,3.5852391719818115,0.6827859412991998
150,3.711254835128784,0.6835450014880914
160,3.9982147216796875,0.6839189876401243
170,4.303368091583252,0.6842981629607832
180,4.555635690689087,0.684633298172522
190,4.7612550258636475,0.6847902815599715
200,6.668366432189941,0.6861646639734553
210,7.003272533416748,0.6863445094011168
220,7.323279142379761,0.6864252196349936
230,7.585180044174194,0.6864810242674324
240,7.64822244644165,0.6864847092594141
250,8.00335955619812,0.6867532071983775
260,8.576165437698364,0.6866366736412304
270,8.725110292434692,0.6866862199677488
280,9.066025495529175,0.686989968936521
290,10.38691234588623,0.6869830436237747
300,9.948275327682495,0.6876488769669485
310,10.022258996963501,0.6881747327874337
320,10.142049312591553,0.6880614395510511
330,10.85909652709961,0.6881267002694271
340,10.958997249603271,0.6878653925195668
350,12.22733473777771,0.6879020201037752
360,11.664693355560303,0.6878027998284938
370,11.372328042984009,0.688874345892653
380,11.540184736251831,0.6888233804709867
390,11.855273246765137,0.6889778756259934
400,13.027024984359741,0.6889603400085194
410,13.409137487411499,0.6893198936097304
420,13.123251676559448,0.6896191107848348
430,13.89471173286438,0.6897799067865104
440,14.461092948913574,0.6900066305133877
450,15.212271213531494,0.690070916807833
460,14.766130924224854,0.6902487515831499
470,15.788999080657959,0.6906326714012176
480,16.21786880493164,0.6903069922754156
490,15.808945894241333,0.6903923193844564
500,15.924302101135254,0.6904375137121674
510,16.18641495704651,0.69053416067351
520,17.094094038009644,0.6907359787989498
530,16.483262062072754,0.6910039895259478
540,17.503605842590332,0.6912152637373242
550,17.697927236557007,0.6911144445720346
560,17.269524335861206,0.6914197924308149
570,17.340091943740845,0.6911190189064506
580,18.017500400543213,0.6912560209847314
590,18.030272483825684,0.6913163052382224
600,19.30372381210327,0.6910808349729822
610,18.626258373260498,0.6915852478484028
620,18.84513282775879,0.6912636983857998
630,19.387727975845337,0.6910256548066207
640,19.761965036392212,0.6908270770019456
650,21.72425866127014,0.6909377543836411
660,21.052764415740967,0.690901306594293
670,22.137228965759277,0.6910050586632424
680,22.216451406478882,0.690260823523774
690,21.069047927856445,0.6901925448202421
700,22.633403301239014,0.6907719393763323
710,23.481326818466187,0.6907816177978778
720,22.66300106048584,0.6906144262361694
730,23.31192946434021,0.6907336703613675
740,22.652442693710327,0.690823836681181
750,24.107999563217163,0.6906379127424593
760,24.328351736068726,0.6906106987034396
770,24.564619541168213,0.6905832623288113
780,25.021342754364014,0.6904559386720759
790,25.253283500671387,0.6904524760157027
800,26.611275911331177,0.6903409518323211
810,26.158302545547485,0.6902201088171149
820,26.392302989959717,0.6904763550205939
830,25.781291723251343,0.6903112070201107
840,26.205095291137695,0.6903958671223259
850,28.176050901412964,0.6901691433954488
860,27.926604986190796,0.6902411070909623
870,28.024022340774536,0.6903119165676848
880,28.030181407928467,0.6905047232784046
890,28.7545747756958,0.6903690977545234
900,28.96590495109558,0.6905056551615871
910,29.015044927597046,0.6906142889820575
920,29.777863264083862,0.6906096721068932
930,29.482653617858887,0.6907520006079122
940,29.714334964752197,0.6909411223266504
950,30.021696090698242,0.6908347969437622
960,29.62073063850403,0.6908527772324536
970,31.140151977539062,0.6909097786244318
980,31.682958126068115,0.6907480932803218
990,31.878580808639526,0.6912045587192324
