Learning Rate,Max Depth,Time,AUC
0.0934, 3, 1.0719997882843018, 0.6703369780769513
0.0934, 4, 1.0999987125396729, 0.6766077725164021
0.0934, 5, 1.2139999866485596, 0.6798990298070277
0.0934, 6, 1.2690017223358154, 0.6809328133319225
0.0934, 7, 1.3389980792999268, 0.6825902442255687
0.0934, 8, 1.42799711227417, 0.6838083857080577
0.0934, 9, 1.6539995670318604, 0.6844031021574042
0.0934, 10, 1.888000726699829, 0.6845281173765575
0.0934, 11, 2.1560006141662598, 0.6846327587879409
0.0934, 12, 2.7250003814697266, 0.6852764821792247
0.0934, 13, 3.881998300552368, 0.6861532726848026
0.0934, 14, 6.316001653671265, 0.6843047615926894
0.0934, 15, 13.933132648468018, 0.683642570700749
0.1, 1, 2.3330235481262207, 0.6457933036932516
0.1, 2, 1.6500022411346436, 0.6647899173469541
0.1, 3, 1.0379977226257324, 0.6700920091850259
0.1, 4, 1.0850014686584473, 0.6770510639685134
0.1, 5, 1.1609992980957031, 0.6806382981134788
0.1, 6, 1.2300009727478027, 0.6815076335535969
0.1, 7, 1.344001293182373, 0.6834246882255988
0.1, 8, 1.4789998531341553, 0.6840893673499815
0.1, 9, 1.7279345989227295, 0.6845234579606451
0.1, 10, 1.75335693359375, 0.684758038883451
0.1, 11, 3.184246301651001, 0.6843635938421518
0.1, 12, 2.6989989280700684, 0.6856343518089312
0.1, 13, 3.8500263690948486, 0.6854218712061478
0.1, 14, 6.095999240875244, 0.6847168369648268
0.1, 15, 10.661532640457153, 0.6844609407192009
